source_kind,source_csv,scope,domain,candidate,objective,threshold,candidate_category,usable_as_forced_baseline,provenance_note,n,accuracy,balanced_accuracy,f1,tn,fp,fn,tp,high_risk_recall,low_risk_specificity,auc
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,old_data,avg_main_core_whole,accuracy,0.63,raw_score_or_score_stack_probe,True,image-score-derived probe; useful for discovery but not the primary clean baseline,285,0.8385964912280702,0.8374704491725768,0.8174603174603174,136,8,38,103,0.7304964539007093,0.9444444444444444,0.9221335697399528
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,third_batch,avg_main_core_whole,accuracy,0.63,raw_score_or_score_stack_probe,True,image-score-derived probe; useful for discovery but not the primary clean baseline,306,0.7941176470588235,0.6892966027874564,0.5467625899280576,205,19,44,38,0.4634146341463415,0.9151785714285714,0.7983993902439025
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,old_data,avg_main_core_whole,balanced_accuracy,0.5599999999999999,raw_score_or_score_stack_probe,True,image-score-derived probe; useful for discovery but not the primary clean baseline,285,0.8280701754385965,0.8277186761229315,0.8205128205128205,124,20,29,112,0.7943262411347518,0.8611111111111112,0.9221335697399528
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,third_batch,avg_main_core_whole,balanced_accuracy,0.5599999999999999,raw_score_or_score_stack_probe,True,image-score-derived probe; useful for discovery but not the primary clean baseline,306,0.7973856209150327,0.7301829268292683,0.6075949367088608,196,28,34,48,0.5853658536585366,0.875,0.7983993902439025
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,old_data,avg_main_core_whole,high_sensitivity,0.2749999999999999,raw_score_or_score_stack_probe,True,image-score-derived probe; useful for discovery but not the primary clean baseline,285,0.6175438596491228,0.6215277777777778,0.7212276214833759,35,109,0,141,1.0,0.24305555555555555,0.9221335697399528
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,third_batch,avg_main_core_whole,high_sensitivity,0.2749999999999999,raw_score_or_score_stack_probe,True,image-score-derived probe; useful for discovery but not the primary clean baseline,306,0.545751633986928,0.6704050522648084,0.5255972696245734,90,134,5,77,0.9390243902439024,0.4017857142857143,0.7983993902439025
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,old_data,main_prob,accuracy,0.595,primary_raw_forced_baseline,True,main image-model probability; locked internal threshold evaluated on strict external,285,0.9228070175438596,0.9227245862884161,0.9214285714285714,134,10,12,129,0.9148936170212766,0.9305555555555556,0.9489263199369583
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,third_batch,main_prob,accuracy,0.595,primary_raw_forced_baseline,True,main image-model probability; locked internal threshold evaluated on strict external,306,0.8300653594771242,0.7718314459930313,0.6708860759493671,201,23,29,53,0.6463414634146342,0.8973214285714286,0.8136977351916377
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,old_data,main_prob,balanced_accuracy,0.595,primary_raw_forced_baseline,True,main image-model probability; locked internal threshold evaluated on strict external,285,0.9228070175438596,0.9227245862884161,0.9214285714285714,134,10,12,129,0.9148936170212766,0.9305555555555556,0.9489263199369583
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,third_batch,main_prob,balanced_accuracy,0.595,primary_raw_forced_baseline,True,main image-model probability; locked internal threshold evaluated on strict external,306,0.8300653594771242,0.7718314459930313,0.6708860759493671,201,23,29,53,0.6463414634146342,0.8973214285714286,0.8136977351916377
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,old_data,main_prob,high_sensitivity,0.2499999999999999,primary_raw_forced_baseline,True,main image-model probability; locked internal threshold evaluated on strict external,285,0.5684210526315789,0.5729166666666666,0.6962962962962963,21,123,0,141,1.0,0.14583333333333334,0.9489263199369583
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,third_batch,main_prob,high_sensitivity,0.2499999999999999,primary_raw_forced_baseline,True,main image-model probability; locked internal threshold evaluated on strict external,306,0.46405228758169936,0.6146014808362369,0.48427672955974843,65,159,5,77,0.9390243902439024,0.29017857142857145,0.8136977351916377
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,old_data,max_all6,accuracy,0.8099999999999999,raw_score_or_score_stack_probe,True,image-score-derived probe; useful for discovery but not the primary clean baseline,285,0.8526315789473684,0.8524674940898345,0.8489208633093526,125,19,23,118,0.8368794326241135,0.8680555555555556,0.923118597320725
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,third_batch,max_all6,accuracy,0.8099999999999999,raw_score_or_score_stack_probe,True,image-score-derived probe; useful for discovery but not the primary clean baseline,306,0.7712418300653595,0.6272865853658537,0.4262295081967213,210,14,56,26,0.3170731707317073,0.9375,0.7721581010452961
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,old_data,max_all6,balanced_accuracy,0.715,raw_score_or_score_stack_probe,True,image-score-derived probe; useful for discovery but not the primary clean baseline,285,0.8385964912280702,0.8396128841607565,0.8516129032258064,107,37,9,132,0.9361702127659575,0.7430555555555556,0.923118597320725
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,third_batch,max_all6,balanced_accuracy,0.715,raw_score_or_score_stack_probe,True,image-score-derived probe; useful for discovery but not the primary clean baseline,306,0.7777777777777778,0.724520905923345,0.5952380952380952,188,36,32,50,0.6097560975609756,0.8392857142857143,0.7721581010452961
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,old_data,max_all6,high_sensitivity,0.4849999999999999,raw_score_or_score_stack_probe,True,image-score-derived probe; useful for discovery but not the primary clean baseline,285,0.6912280701754386,0.6944444444444444,0.7621621621621621,56,88,0,141,1.0,0.3888888888888889,0.923118597320725
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,third_batch,max_all6,high_sensitivity,0.4849999999999999,raw_score_or_score_stack_probe,True,image-score-derived probe; useful for discovery but not the primary clean baseline,306,0.5522875816993464,0.6594076655052264,0.5159010600706714,96,128,9,73,0.8902439024390244,0.42857142857142855,0.7721581010452961
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,old_data,median_all6,accuracy,0.575,raw_score_or_score_stack_probe,True,image-score-derived probe; useful for discovery but not the primary clean baseline,285,0.8175438596491228,0.8170803782505911,0.8074074074074075,124,20,32,109,0.7730496453900709,0.8611111111111112,0.8904649330181243
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,third_batch,median_all6,accuracy,0.575,raw_score_or_score_stack_probe,True,image-score-derived probe; useful for discovery but not the primary clean baseline,306,0.803921568627451,0.7269163763066202,0.6052631578947368,200,24,36,46,0.5609756097560976,0.8928571428571429,0.81113893728223
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,old_data,median_all6,balanced_accuracy,0.5249999999999999,raw_score_or_score_stack_probe,True,image-score-derived probe; useful for discovery but not the primary clean baseline,285,0.8035087719298246,0.8037086288416075,0.8055555555555556,113,31,25,116,0.8226950354609929,0.7847222222222222,0.8904649330181243
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,third_batch,median_all6,balanced_accuracy,0.5249999999999999,raw_score_or_score_stack_probe,True,image-score-derived probe; useful for discovery but not the primary clean baseline,306,0.7875816993464052,0.7466790069686411,0.6242774566473989,187,37,28,54,0.6585365853658537,0.8348214285714286,0.81113893728223
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,old_data,median_all6,high_sensitivity,0.245,raw_score_or_score_stack_probe,True,image-score-derived probe; useful for discovery but not the primary clean baseline,285,0.6,0.6041666666666666,0.7121212121212122,30,114,0,141,1.0,0.20833333333333334,0.8904649330181243
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,third_batch,median_all6,high_sensitivity,0.245,raw_score_or_score_stack_probe,True,image-score-derived probe; useful for discovery but not the primary clean baseline,306,0.5098039215686274,0.6574477351916377,0.5161290322580645,76,148,2,80,0.975609756097561,0.3392857142857143,0.81113893728223
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,old_data,min_all6,accuracy,0.4649999999999999,uncategorized_probe,False,needs manual provenance check before being used as a forced baseline,285,0.775438596491228,0.7732712765957447,0.7142857142857143,141,3,61,80,0.5673758865248227,0.9791666666666666,0.8084121355397951
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,third_batch,min_all6,accuracy,0.4649999999999999,uncategorized_probe,False,needs manual provenance check before being used as a forced baseline,306,0.7843137254901961,0.6748693379790941,0.5217391304347826,204,20,46,36,0.43902439024390244,0.9107142857142857,0.7507621951219512
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,old_data,min_all6,balanced_accuracy,0.4099999999999999,uncategorized_probe,False,needs manual provenance check before being used as a forced baseline,285,0.775438596491228,0.7737884160756501,0.7310924369747899,134,10,54,87,0.6170212765957447,0.9305555555555556,0.8084121355397951
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,third_batch,min_all6,balanced_accuracy,0.4099999999999999,uncategorized_probe,False,needs manual provenance check before being used as a forced baseline,306,0.7712418300653595,0.6929986933797909,0.5512820512820513,193,31,39,43,0.524390243902439,0.8616071428571429,0.7507621951219512
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,old_data,min_all6,high_sensitivity,0.075,uncategorized_probe,False,needs manual provenance check before being used as a forced baseline,285,0.5333333333333333,0.5379728132387707,0.6748166259168704,14,130,3,138,0.9787234042553191,0.09722222222222222,0.8084121355397951
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,third_batch,min_all6,high_sensitivity,0.075,uncategorized_probe,False,needs manual provenance check before being used as a forced baseline,306,0.37254901960784315,0.5714285714285714,0.4606741573033708,32,192,0,82,1.0,0.14285714285714285,0.7507621951219512
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,old_data,prob_mean_core,accuracy,0.605,raw_score_or_score_stack_probe,True,image-score-derived probe; useful for discovery but not the primary clean baseline,285,0.8070175438596491,0.8062204491725768,0.789272030651341,127,17,38,103,0.7304964539007093,0.8819444444444444,0.8737687155240348
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,third_batch,prob_mean_core,accuracy,0.605,raw_score_or_score_stack_probe,True,image-score-derived probe; useful for discovery but not the primary clean baseline,306,0.8104575163398693,0.7236498257839721,0.6027397260273972,204,20,38,44,0.5365853658536586,0.9107142857142857,0.818270905923345
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,old_data,prob_mean_core,balanced_accuracy,0.4949999999999999,raw_score_or_score_stack_probe,True,image-score-derived probe; useful for discovery but not the primary clean baseline,285,0.7859649122807018,0.7864952718676124,0.7946127946127947,106,38,23,118,0.8368794326241135,0.7361111111111112,0.8737687155240348
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,third_batch,prob_mean_core,balanced_accuracy,0.4949999999999999,raw_score_or_score_stack_probe,True,image-score-derived probe; useful for discovery but not the primary clean baseline,306,0.7875816993464052,0.7544098432055749,0.632768361581921,185,39,26,56,0.6829268292682927,0.8258928571428571,0.818270905923345
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,old_data,prob_mean_core,high_sensitivity,0.24,raw_score_or_score_stack_probe,True,image-score-derived probe; useful for discovery but not the primary clean baseline,285,0.631578947368421,0.6353427895981087,0.7272727272727273,40,104,1,140,0.9929078014184397,0.2777777777777778,0.8737687155240348
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,third_batch,prob_mean_core,high_sensitivity,0.24,raw_score_or_score_stack_probe,True,image-score-derived probe; useful for discovery but not the primary clean baseline,306,0.565359477124183,0.6799324912891986,0.5333333333333333,97,127,6,76,0.926829268292683,0.4330357142857143,0.818270905923345
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,old_data,pure_auto_pred_as_prob,accuracy,0.4999999999999999,workflow_proxy,False,derived from previous auto decision rather than a clean forced classifier,285,0.8842105263157894,0.8846040189125295,0.8873720136518771,122,22,11,130,0.9219858156028369,0.8472222222222222,0.8846040189125295
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,third_batch,pure_auto_pred_as_prob,accuracy,0.4999999999999999,workflow_proxy,False,derived from previous auto decision rather than a clean forced classifier,306,0.8104575163398693,0.7739002613240418,0.6627906976744186,191,33,25,57,0.6951219512195121,0.8526785714285714,0.7739002613240418
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,old_data,pure_auto_pred_as_prob,balanced_accuracy,0.4999999999999999,workflow_proxy,False,derived from previous auto decision rather than a clean forced classifier,285,0.8842105263157894,0.8846040189125295,0.8873720136518771,122,22,11,130,0.9219858156028369,0.8472222222222222,0.8846040189125295
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,third_batch,pure_auto_pred_as_prob,balanced_accuracy,0.4999999999999999,workflow_proxy,False,derived from previous auto decision rather than a clean forced classifier,306,0.8104575163398693,0.7739002613240418,0.6627906976744186,191,33,25,57,0.6951219512195121,0.8526785714285714,0.7739002613240418
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,old_data,pure_auto_pred_as_prob,high_sensitivity,0.4999999999999999,workflow_proxy,False,derived from previous auto decision rather than a clean forced classifier,285,0.8842105263157894,0.8846040189125295,0.8873720136518771,122,22,11,130,0.9219858156028369,0.8472222222222222,0.8846040189125295
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,third_batch,pure_auto_pred_as_prob,high_sensitivity,0.4999999999999999,workflow_proxy,False,derived from previous auto decision rather than a clean forced classifier,306,0.8104575163398693,0.7739002613240418,0.6627906976744186,191,33,25,57,0.6951219512195121,0.8526785714285714,0.7739002613240418
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,old_data,robust_prob,accuracy,0.57,raw_score_or_score_stack_probe,True,image-score-derived probe; useful for discovery but not the primary clean baseline,285,0.8421052631578947,0.8416814420803782,0.8339483394833949,127,17,28,113,0.8014184397163121,0.8819444444444444,0.9036643026004727
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,third_batch,robust_prob,accuracy,0.57,raw_score_or_score_stack_probe,True,image-score-derived probe; useful for discovery but not the primary clean baseline,306,0.8071895424836601,0.7368793554006968,0.6193548387096774,199,25,34,48,0.5853658536585366,0.8883928571428571,0.8161476480836237
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,old_data,robust_prob,balanced_accuracy,0.57,raw_score_or_score_stack_probe,True,image-score-derived probe; useful for discovery but not the primary clean baseline,285,0.8421052631578947,0.8416814420803782,0.8339483394833949,127,17,28,113,0.8014184397163121,0.8819444444444444,0.9036643026004727
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,third_batch,robust_prob,balanced_accuracy,0.57,raw_score_or_score_stack_probe,True,image-score-derived probe; useful for discovery but not the primary clean baseline,306,0.8071895424836601,0.7368793554006968,0.6193548387096774,199,25,34,48,0.5853658536585366,0.8883928571428571,0.8161476480836237
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,old_data,robust_prob,high_sensitivity,0.2699999999999999,raw_score_or_score_stack_probe,True,image-score-derived probe; useful for discovery but not the primary clean baseline,285,0.6596491228070176,0.6631205673758865,0.7427055702917772,48,96,1,140,0.9929078014184397,0.3333333333333333,0.9036643026004727
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,third_batch,robust_prob,high_sensitivity,0.2699999999999999,raw_score_or_score_stack_probe,True,image-score-derived probe; useful for discovery but not the primary clean baseline,306,0.6111111111111112,0.7073170731707317,0.5576208178438662,112,112,7,75,0.9146341463414634,0.5,0.8161476480836237
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,old_data,selected_dinov3_prob,accuracy,0.58,uncategorized_probe,False,needs manual provenance check before being used as a forced baseline,285,0.7017543859649122,0.7008717494089834,0.6718146718146718,113,31,54,87,0.6170212765957447,0.7847222222222222,0.7487687155240347
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,third_batch,selected_dinov3_prob,accuracy,0.58,uncategorized_probe,False,needs manual provenance check before being used as a forced baseline,306,0.7320261437908496,0.6623475609756098,0.5060240963855421,182,42,40,42,0.5121951219512195,0.8125,0.717933362369338
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,old_data,selected_dinov3_prob,balanced_accuracy,0.4999999999999999,uncategorized_probe,False,needs manual provenance check before being used as a forced baseline,285,0.7052631578947368,0.7055998817966903,0.7123287671232876,97,47,37,104,0.7375886524822695,0.6736111111111112,0.7487687155240347
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,third_batch,selected_dinov3_prob,balanced_accuracy,0.4999999999999999,uncategorized_probe,False,needs manual provenance check before being used as a forced baseline,306,0.696078431372549,0.6764481707317074,0.5279187817258884,161,63,30,52,0.6341463414634146,0.71875,0.717933362369338
raw_forced_candidate_predictions,/workspace/thymic_project/outputs/grosspath_rc_v135_stage1_base_candidate_scan_20260527/v135_stage1_candidate_predictions.csv,internal_oof_old_third,old_data,selected_dinov3_prob,high_sensitivity,0.075,uncategorized_probe,False,needs manual provenance check before being used as a forced baseline,285,0.5087719298245614,0.5138888888888888,0.6682464454976303,4,140,0,141,1.0,0.027777777777777776,0.7487687155240347
