candidate_id,action_mode,threshold,all_train_complements_zero_action_error,all_train_complements_have_true_correction,min_train_auto_action_n,min_train_true_correction_n,heldout_auto_action_n,heldout_true_correction_n,heldout_action_error_n,heldout_rescued_n,heldout_hurt_n
v118_review_or_control||tabular_logreg_c1||correction_only||0.990,correction_only,0.99,False,False,0,0,0,0,0,0,0
v118_review_or_control||tabular_logreg_c1||correction_only||0.995,correction_only,0.995,False,False,0,0,0,0,0,0,0
v118_review_or_control||tabular_logreg_c1||release_or_correct||0.500,release_or_correct,0.5,False,False,247,0,318,0,9,0,0
v118_review_or_control||tabular_logreg_c1||release_or_correct||0.600,release_or_correct,0.6,False,False,247,0,318,0,9,0,0
v118_review_or_control||tabular_logreg_c1||release_or_correct||0.700,release_or_correct,0.7,False,False,247,0,318,0,9,0,0
v118_review_or_control||tabular_logreg_c1||release_or_correct||0.800,release_or_correct,0.8,False,False,247,0,318,0,9,0,0
v118_review_or_control||tabular_logreg_c1||release_or_correct||0.850,release_or_correct,0.85,False,False,244,0,314,0,8,0,0
v118_review_or_control||tabular_logreg_c1||release_or_correct||0.900,release_or_correct,0.9,False,False,234,0,301,0,6,0,0
v118_review_or_control||tabular_logreg_c1||release_or_correct||0.925,release_or_correct,0.925,False,False,222,0,283,0,5,0,0
v118_review_or_control||tabular_logreg_c1||release_or_correct||0.950,release_or_correct,0.95,False,False,197,0,251,0,4,0,0
v118_review_or_control||tabular_logreg_c1||release_or_correct||0.975,release_or_correct,0.975,False,False,131,0,173,0,2,0,0
v118_review_or_control||tabular_logreg_c1||release_or_correct||0.985,release_or_correct,0.985,False,False,81,0,113,0,2,0,0
v118_review_or_control||tabular_logreg_c1||release_or_correct||0.990,release_or_correct,0.99,False,False,50,0,71,0,2,0,0
v118_review_or_control||tabular_logreg_c1||release_or_correct||0.995,release_or_correct,0.995,True,False,8,0,13,0,0,0,0
v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.500,agreement_release_only,0.5,False,False,247,0,318,0,9,0,0
v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.600,agreement_release_only,0.6,False,False,246,0,317,0,8,0,0
v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.700,agreement_release_only,0.7,False,False,245,0,316,0,8,0,0
v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.800,agreement_release_only,0.8,False,False,236,0,305,0,5,0,0
v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.850,agreement_release_only,0.85,False,False,231,0,296,0,4,0,0
v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.900,agreement_release_only,0.9,False,False,213,0,275,0,4,0,0
v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.925,agreement_release_only,0.925,False,False,188,0,245,0,2,0,0
v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.950,agreement_release_only,0.95,False,False,171,0,219,0,2,0,0
v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.975,agreement_release_only,0.975,False,False,121,0,160,0,1,0,0
v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.985,agreement_release_only,0.985,True,False,90,0,122,0,0,0,0
v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.990,agreement_release_only,0.99,True,False,67,0,90,0,0,0,0
v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.995,agreement_release_only,0.995,True,False,43,0,57,0,0,0,0
v161_final_review_or_reject||tabular_logreg_c1||correction_only||0.500,correction_only,0.5,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_logreg_c1||correction_only||0.600,correction_only,0.6,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_logreg_c1||correction_only||0.700,correction_only,0.7,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_logreg_c1||correction_only||0.800,correction_only,0.8,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_logreg_c1||correction_only||0.850,correction_only,0.85,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_logreg_c1||correction_only||0.900,correction_only,0.9,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_logreg_c1||correction_only||0.925,correction_only,0.925,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_logreg_c1||correction_only||0.950,correction_only,0.95,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_logreg_c1||correction_only||0.975,correction_only,0.975,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_logreg_c1||correction_only||0.985,correction_only,0.985,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_logreg_c1||correction_only||0.990,correction_only,0.99,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_logreg_c1||correction_only||0.995,correction_only,0.995,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_logreg_c1||release_or_correct||0.500,release_or_correct,0.5,False,False,247,0,318,0,9,0,0
v161_final_review_or_reject||tabular_logreg_c1||release_or_correct||0.600,release_or_correct,0.6,False,False,246,0,317,0,8,0,0
v161_final_review_or_reject||tabular_logreg_c1||release_or_correct||0.700,release_or_correct,0.7,False,False,245,0,316,0,8,0,0
v161_final_review_or_reject||tabular_logreg_c1||release_or_correct||0.800,release_or_correct,0.8,False,False,236,0,305,0,5,0,0
v161_final_review_or_reject||tabular_logreg_c1||release_or_correct||0.850,release_or_correct,0.85,False,False,231,0,296,0,4,0,0
v161_final_review_or_reject||tabular_logreg_c1||release_or_correct||0.900,release_or_correct,0.9,False,False,213,0,275,0,4,0,0
v161_final_review_or_reject||tabular_logreg_c1||release_or_correct||0.925,release_or_correct,0.925,False,False,188,0,245,0,2,0,0
v161_final_review_or_reject||tabular_logreg_c1||release_or_correct||0.950,release_or_correct,0.95,False,False,171,0,219,0,2,0,0
v161_final_review_or_reject||tabular_logreg_c1||release_or_correct||0.975,release_or_correct,0.975,False,False,121,0,160,0,1,0,0
v161_final_review_or_reject||tabular_logreg_c1||release_or_correct||0.985,release_or_correct,0.985,True,False,90,0,122,0,0,0,0
v161_final_review_or_reject||tabular_logreg_c1||release_or_correct||0.990,release_or_correct,0.99,True,False,67,0,90,0,0,0,0
v161_final_review_or_reject||tabular_logreg_c1||release_or_correct||0.995,release_or_correct,0.995,True,False,43,0,57,0,0,0,0
v118_review_or_control||dino_pca64_logreg_c03||agreement_release_only||0.500,agreement_release_only,0.5,False,False,113,0,148,0,5,0,0
v118_review_or_control||dino_pca64_logreg_c03||agreement_release_only||0.600,agreement_release_only,0.6,False,False,87,0,111,0,3,0,0
v118_review_or_control||dino_pca64_logreg_c03||agreement_release_only||0.700,agreement_release_only,0.7,False,False,52,0,71,0,2,0,0
v118_review_or_control||dino_pca64_logreg_c03||agreement_release_only||0.800,agreement_release_only,0.8,False,False,20,0,28,0,1,0,0
v118_review_or_control||dino_pca64_logreg_c03||agreement_release_only||0.850,agreement_release_only,0.85,False,False,10,0,15,0,1,0,0
v118_review_or_control||dino_pca64_logreg_c03||agreement_release_only||0.900,agreement_release_only,0.9,False,False,0,0,0,0,0,0,0
v118_review_or_control||dino_pca64_logreg_c03||agreement_release_only||0.925,agreement_release_only,0.925,False,False,0,0,0,0,0,0,0
v118_review_or_control||dino_pca64_logreg_c03||agreement_release_only||0.950,agreement_release_only,0.95,False,False,0,0,0,0,0,0,0
v118_review_or_control||dino_pca64_logreg_c03||agreement_release_only||0.975,agreement_release_only,0.975,False,False,0,0,0,0,0,0,0
v118_review_or_control||dino_pca64_logreg_c03||agreement_release_only||0.985,agreement_release_only,0.985,False,False,0,0,0,0,0,0,0
v118_review_or_control||dino_pca64_logreg_c03||agreement_release_only||0.990,agreement_release_only,0.99,False,False,0,0,0,0,0,0,0
v118_review_or_control||dino_pca64_logreg_c03||agreement_release_only||0.995,agreement_release_only,0.995,False,False,0,0,0,0,0,0,0
v118_review_or_control||dino_pca64_logreg_c03||correction_only||0.500,correction_only,0.5,False,True,134,134,170,170,166,4,166
v118_review_or_control||dino_pca64_logreg_c03||correction_only||0.600,correction_only,0.6,False,True,93,93,120,120,120,0,120
v118_review_or_control||dino_pca64_logreg_c03||correction_only||0.700,correction_only,0.7,False,True,62,62,84,84,84,0,84
v118_review_or_control||dino_pca64_logreg_c03||correction_only||0.800,correction_only,0.8,False,True,34,34,48,48,48,0,48
v118_review_or_control||dino_pca64_logreg_c03||correction_only||0.850,correction_only,0.85,False,True,17,17,27,27,27,0,27
v118_review_or_control||dino_pca64_logreg_c03||correction_only||0.900,correction_only,0.9,False,True,4,4,11,11,11,0,11
v118_review_or_control||dino_pca64_logreg_c03||correction_only||0.925,correction_only,0.925,False,True,2,2,6,6,6,0,6
v118_review_or_control||dino_pca64_logreg_c03||correction_only||0.950,correction_only,0.95,False,False,0,0,1,1,1,0,1
v118_review_or_control||dino_pca64_logreg_c03||correction_only||0.975,correction_only,0.975,False,False,0,0,0,0,0,0,0
v118_review_or_control||dino_pca64_logreg_c03||correction_only||0.985,correction_only,0.985,False,False,0,0,0,0,0,0,0
v118_review_or_control||dino_pca64_logreg_c03||correction_only||0.990,correction_only,0.99,False,False,0,0,0,0,0,0,0
v118_review_or_control||dino_pca64_logreg_c03||correction_only||0.995,correction_only,0.995,False,False,0,0,0,0,0,0,0
v118_review_or_control||dino_pca64_logreg_c03||release_or_correct||0.500,release_or_correct,0.5,False,True,247,134,318,170,171,4,166
v118_review_or_control||dino_pca64_logreg_c03||release_or_correct||0.600,release_or_correct,0.6,False,True,180,93,231,120,123,0,120
v118_review_or_control||dino_pca64_logreg_c03||release_or_correct||0.700,release_or_correct,0.7,False,True,117,62,155,84,86,0,84
v118_review_or_control||dino_pca64_logreg_c03||release_or_correct||0.800,release_or_correct,0.8,False,True,54,34,76,48,49,0,48
v118_review_or_control||dino_pca64_logreg_c03||release_or_correct||0.850,release_or_correct,0.85,False,True,27,17,42,27,28,0,27
v118_review_or_control||dino_pca64_logreg_c03||release_or_correct||0.900,release_or_correct,0.9,False,True,4,4,11,11,11,0,11
v118_review_or_control||dino_pca64_logreg_c03||release_or_correct||0.925,release_or_correct,0.925,False,True,2,2,6,6,6,0,6
v118_review_or_control||dino_pca64_logreg_c03||release_or_correct||0.950,release_or_correct,0.95,False,False,0,0,1,1,1,0,1
v118_review_or_control||dino_pca64_logreg_c03||release_or_correct||0.975,release_or_correct,0.975,False,False,0,0,0,0,0,0,0
v118_review_or_control||dino_pca64_logreg_c03||release_or_correct||0.985,release_or_correct,0.985,False,False,0,0,0,0,0,0,0
v118_review_or_control||dino_pca64_logreg_c03||release_or_correct||0.990,release_or_correct,0.99,False,False,0,0,0,0,0,0,0
v118_review_or_control||dino_pca64_logreg_c03||release_or_correct||0.995,release_or_correct,0.995,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||dino_pca64_logreg_c03||agreement_release_only||0.500,agreement_release_only,0.5,False,False,101,0,129,0,5,0,0
v161_final_review_or_reject||dino_pca64_logreg_c03||agreement_release_only||0.600,agreement_release_only,0.6,False,False,55,0,73,0,5,0,0
v161_final_review_or_reject||dino_pca64_logreg_c03||agreement_release_only||0.700,agreement_release_only,0.7,False,False,29,0,40,0,4,0,0
v161_final_review_or_reject||dino_pca64_logreg_c03||agreement_release_only||0.800,agreement_release_only,0.8,False,False,9,0,13,0,1,0,0
v161_final_review_or_reject||dino_pca64_logreg_c03||agreement_release_only||0.850,agreement_release_only,0.85,False,False,5,0,8,0,1,0,0
v161_final_review_or_reject||dino_pca64_logreg_c03||agreement_release_only||0.900,agreement_release_only,0.9,True,False,2,0,3,0,0,0,0
v161_final_review_or_reject||dino_pca64_logreg_c03||agreement_release_only||0.925,agreement_release_only,0.925,True,False,1,0,2,0,0,0,0
v161_final_review_or_reject||dino_pca64_logreg_c03||agreement_release_only||0.950,agreement_release_only,0.95,False,False,0,0,1,0,0,0,0
v161_final_review_or_reject||dino_pca64_logreg_c03||agreement_release_only||0.975,agreement_release_only,0.975,False,False,0,0,1,0,0,0,0
v161_final_review_or_reject||dino_pca64_logreg_c03||agreement_release_only||0.985,agreement_release_only,0.985,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||dino_pca64_logreg_c03||agreement_release_only||0.990,agreement_release_only,0.99,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||dino_pca64_logreg_c03||agreement_release_only||0.995,agreement_release_only,0.995,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||dino_pca64_logreg_c03||correction_only||0.500,correction_only,0.5,False,True,144,144,189,189,185,4,185
v161_final_review_or_reject||dino_pca64_logreg_c03||correction_only||0.600,correction_only,0.6,False,True,88,88,121,121,121,0,121
v161_final_review_or_reject||dino_pca64_logreg_c03||correction_only||0.700,correction_only,0.7,False,True,50,50,68,68,68,0,68
v161_final_review_or_reject||dino_pca64_logreg_c03||correction_only||0.800,correction_only,0.8,False,True,16,16,25,25,25,0,25
v161_final_review_or_reject||dino_pca64_logreg_c03||correction_only||0.850,correction_only,0.85,False,True,6,6,9,9,9,0,9
v161_final_review_or_reject||dino_pca64_logreg_c03||correction_only||0.900,correction_only,0.9,False,True,1,1,3,3,3,0,3
v161_final_review_or_reject||dino_pca64_logreg_c03||correction_only||0.925,correction_only,0.925,False,False,0,0,1,1,1,0,1
v161_final_review_or_reject||dino_pca64_logreg_c03||correction_only||0.950,correction_only,0.95,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||dino_pca64_logreg_c03||correction_only||0.975,correction_only,0.975,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||dino_pca64_logreg_c03||correction_only||0.985,correction_only,0.985,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||dino_pca64_logreg_c03||correction_only||0.990,correction_only,0.99,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||dino_pca64_logreg_c03||correction_only||0.995,correction_only,0.995,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||dino_pca64_logreg_c03||release_or_correct||0.500,release_or_correct,0.5,False,True,247,144,318,189,190,4,185
v161_final_review_or_reject||dino_pca64_logreg_c03||release_or_correct||0.600,release_or_correct,0.6,False,True,146,88,194,121,126,0,121
v161_final_review_or_reject||dino_pca64_logreg_c03||release_or_correct||0.700,release_or_correct,0.7,False,True,79,50,108,68,72,0,68
v161_final_review_or_reject||dino_pca64_logreg_c03||release_or_correct||0.800,release_or_correct,0.8,False,True,26,16,38,25,26,0,25
v161_final_review_or_reject||dino_pca64_logreg_c03||release_or_correct||0.850,release_or_correct,0.85,False,True,11,6,17,9,10,0,9
v161_final_review_or_reject||dino_pca64_logreg_c03||release_or_correct||0.900,release_or_correct,0.9,False,True,3,1,6,3,3,0,3
v161_final_review_or_reject||dino_pca64_logreg_c03||release_or_correct||0.925,release_or_correct,0.925,False,False,1,0,3,1,1,0,1
v161_final_review_or_reject||dino_pca64_logreg_c03||release_or_correct||0.950,release_or_correct,0.95,False,False,0,0,1,0,0,0,0
v161_final_review_or_reject||dino_pca64_logreg_c03||release_or_correct||0.975,release_or_correct,0.975,False,False,0,0,1,0,0,0,0
v161_final_review_or_reject||dino_pca64_logreg_c03||release_or_correct||0.985,release_or_correct,0.985,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||dino_pca64_logreg_c03||release_or_correct||0.990,release_or_correct,0.99,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||dino_pca64_logreg_c03||release_or_correct||0.995,release_or_correct,0.995,False,False,0,0,0,0,0,0,0
v118_review_or_control||dino_pca128_logreg_c01||agreement_release_only||0.500,agreement_release_only,0.5,False,False,102,0,136,0,6,0,0
v118_review_or_control||dino_pca128_logreg_c01||agreement_release_only||0.600,agreement_release_only,0.6,False,False,82,0,111,0,6,0,0
v118_review_or_control||dino_pca128_logreg_c01||agreement_release_only||0.700,agreement_release_only,0.7,False,False,61,0,84,0,4,0,0
v118_review_or_control||dino_pca128_logreg_c01||agreement_release_only||0.800,agreement_release_only,0.8,False,False,50,0,70,0,2,0,0
v118_review_or_control||dino_pca128_logreg_c01||agreement_release_only||0.850,agreement_release_only,0.85,False,False,40,0,55,0,2,0,0
v118_review_or_control||dino_pca128_logreg_c01||agreement_release_only||0.900,agreement_release_only,0.9,False,False,29,0,39,0,2,0,0
v118_review_or_control||dino_pca128_logreg_c01||agreement_release_only||0.925,agreement_release_only,0.925,False,False,24,0,33,0,2,0,0
v118_review_or_control||dino_pca128_logreg_c01||agreement_release_only||0.950,agreement_release_only,0.95,False,False,16,0,22,0,1,0,0
v118_review_or_control||dino_pca128_logreg_c01||agreement_release_only||0.975,agreement_release_only,0.975,True,False,6,0,9,0,0,0,0
v118_review_or_control||dino_pca128_logreg_c01||agreement_release_only||0.985,agreement_release_only,0.985,True,False,5,0,7,0,0,0,0
v118_review_or_control||dino_pca128_logreg_c01||agreement_release_only||0.990,agreement_release_only,0.99,True,False,2,0,4,0,0,0,0
v118_review_or_control||dino_pca128_logreg_c01||agreement_release_only||0.995,agreement_release_only,0.995,True,False,1,0,2,0,0,0,0
v118_review_or_control||dino_pca128_logreg_c01||correction_only||0.500,correction_only,0.5,False,True,140,140,182,182,179,3,179
v118_review_or_control||dino_pca128_logreg_c01||correction_only||0.600,correction_only,0.6,False,True,115,115,153,153,150,3,150
v118_review_or_control||dino_pca128_logreg_c01||correction_only||0.700,correction_only,0.7,False,True,91,91,123,123,121,2,121
v118_review_or_control||dino_pca128_logreg_c01||correction_only||0.800,correction_only,0.8,False,True,70,70,94,94,93,1,93
v118_review_or_control||dino_pca128_logreg_c01||correction_only||0.850,correction_only,0.85,False,True,57,57,78,78,77,1,77
v118_review_or_control||dino_pca128_logreg_c01||correction_only||0.900,correction_only,0.9,False,True,43,43,59,59,58,1,58
v118_review_or_control||dino_pca128_logreg_c01||correction_only||0.925,correction_only,0.925,False,True,33,33,47,47,47,0,47
v118_review_or_control||dino_pca128_logreg_c01||correction_only||0.950,correction_only,0.95,False,True,26,26,34,34,34,0,34
v118_review_or_control||dino_pca128_logreg_c01||correction_only||0.975,correction_only,0.975,False,True,11,11,17,17,17,0,17
v118_review_or_control||dino_pca128_logreg_c01||correction_only||0.985,correction_only,0.985,False,True,9,9,14,14,14,0,14
v118_review_or_control||dino_pca128_logreg_c01||correction_only||0.990,correction_only,0.99,False,True,5,5,9,9,9,0,9
v118_review_or_control||dino_pca128_logreg_c01||correction_only||0.995,correction_only,0.995,False,True,3,3,6,6,6,0,6
v118_review_or_control||dino_pca128_logreg_c01||release_or_correct||0.500,release_or_correct,0.5,False,True,247,140,318,182,185,3,179
v118_review_or_control||dino_pca128_logreg_c01||release_or_correct||0.600,release_or_correct,0.6,False,True,203,115,264,153,156,3,150
v118_review_or_control||dino_pca128_logreg_c01||release_or_correct||0.700,release_or_correct,0.7,False,True,158,91,207,123,125,2,121
v118_review_or_control||dino_pca128_logreg_c01||release_or_correct||0.800,release_or_correct,0.8,False,True,124,70,164,94,95,1,93
v118_review_or_control||dino_pca128_logreg_c01||release_or_correct||0.850,release_or_correct,0.85,False,True,101,57,133,78,79,1,77
v118_review_or_control||dino_pca128_logreg_c01||release_or_correct||0.900,release_or_correct,0.9,False,True,75,43,98,59,60,1,58
v118_review_or_control||dino_pca128_logreg_c01||release_or_correct||0.925,release_or_correct,0.925,False,True,60,33,80,47,49,0,47
v118_review_or_control||dino_pca128_logreg_c01||release_or_correct||0.950,release_or_correct,0.95,False,True,42,26,56,34,35,0,34
v118_review_or_control||dino_pca128_logreg_c01||release_or_correct||0.975,release_or_correct,0.975,False,True,19,11,26,17,17,0,17
v118_review_or_control||dino_pca128_logreg_c01||release_or_correct||0.985,release_or_correct,0.985,False,True,15,9,21,14,14,0,14
v118_review_or_control||dino_pca128_logreg_c01||release_or_correct||0.990,release_or_correct,0.99,False,True,9,5,13,9,9,0,9
v118_review_or_control||dino_pca128_logreg_c01||release_or_correct||0.995,release_or_correct,0.995,False,True,5,3,8,6,6,0,6
v161_final_review_or_reject||dino_pca128_logreg_c01||agreement_release_only||0.500,agreement_release_only,0.5,False,False,102,0,132,0,5,0,0
v161_final_review_or_reject||dino_pca128_logreg_c01||agreement_release_only||0.600,agreement_release_only,0.6,False,False,89,0,116,0,5,0,0
v161_final_review_or_reject||dino_pca128_logreg_c01||agreement_release_only||0.700,agreement_release_only,0.7,False,False,73,0,97,0,4,0,0
v161_final_review_or_reject||dino_pca128_logreg_c01||agreement_release_only||0.800,agreement_release_only,0.8,False,False,51,0,67,0,3,0,0
v161_final_review_or_reject||dino_pca128_logreg_c01||agreement_release_only||0.850,agreement_release_only,0.85,False,False,39,0,54,0,2,0,0
v161_final_review_or_reject||dino_pca128_logreg_c01||agreement_release_only||0.900,agreement_release_only,0.9,False,False,27,0,40,0,2,0,0
v161_final_review_or_reject||dino_pca128_logreg_c01||agreement_release_only||0.925,agreement_release_only,0.925,False,False,21,0,34,0,2,0,0
v161_final_review_or_reject||dino_pca128_logreg_c01||agreement_release_only||0.950,agreement_release_only,0.95,False,False,16,0,24,0,2,0,0
v161_final_review_or_reject||dino_pca128_logreg_c01||agreement_release_only||0.975,agreement_release_only,0.975,False,False,13,0,20,0,2,0,0
v161_final_review_or_reject||dino_pca128_logreg_c01||agreement_release_only||0.985,agreement_release_only,0.985,True,False,7,0,12,0,0,0,0
v161_final_review_or_reject||dino_pca128_logreg_c01||agreement_release_only||0.990,agreement_release_only,0.99,True,False,6,0,10,0,0,0,0
v161_final_review_or_reject||dino_pca128_logreg_c01||agreement_release_only||0.995,agreement_release_only,0.995,True,False,5,0,8,0,0,0,0
v161_final_review_or_reject||dino_pca128_logreg_c01||correction_only||0.500,correction_only,0.5,False,True,141,141,186,186,182,4,182
v161_final_review_or_reject||dino_pca128_logreg_c01||correction_only||0.600,correction_only,0.6,False,True,125,125,167,167,164,3,164
v161_final_review_or_reject||dino_pca128_logreg_c01||correction_only||0.700,correction_only,0.7,False,True,103,103,138,138,135,3,135
v161_final_review_or_reject||dino_pca128_logreg_c01||correction_only||0.800,correction_only,0.8,False,True,74,74,102,102,102,0,102
v161_final_review_or_reject||dino_pca128_logreg_c01||correction_only||0.850,correction_only,0.85,False,True,67,67,93,93,93,0,93
v161_final_review_or_reject||dino_pca128_logreg_c01||correction_only||0.900,correction_only,0.9,False,True,51,51,73,73,73,0,73
v161_final_review_or_reject||dino_pca128_logreg_c01||correction_only||0.925,correction_only,0.925,False,True,45,45,65,65,65,0,65
v161_final_review_or_reject||dino_pca128_logreg_c01||correction_only||0.950,correction_only,0.95,False,True,36,36,51,51,51,0,51
v161_final_review_or_reject||dino_pca128_logreg_c01||correction_only||0.975,correction_only,0.975,False,True,25,25,39,39,39,0,39
v161_final_review_or_reject||dino_pca128_logreg_c01||correction_only||0.985,correction_only,0.985,False,True,18,18,31,31,31,0,31
v161_final_review_or_reject||dino_pca128_logreg_c01||correction_only||0.990,correction_only,0.99,False,True,14,14,21,21,21,0,21
v161_final_review_or_reject||dino_pca128_logreg_c01||correction_only||0.995,correction_only,0.995,False,True,5,5,10,10,10,0,10
v161_final_review_or_reject||dino_pca128_logreg_c01||release_or_correct||0.500,release_or_correct,0.5,False,True,247,141,318,186,187,4,182
v161_final_review_or_reject||dino_pca128_logreg_c01||release_or_correct||0.600,release_or_correct,0.6,False,True,219,125,283,167,169,3,164
v161_final_review_or_reject||dino_pca128_logreg_c01||release_or_correct||0.700,release_or_correct,0.7,False,True,183,103,235,138,139,3,135
v161_final_review_or_reject||dino_pca128_logreg_c01||release_or_correct||0.800,release_or_correct,0.8,False,True,131,74,169,102,105,0,102
v161_final_review_or_reject||dino_pca128_logreg_c01||release_or_correct||0.850,release_or_correct,0.85,False,True,113,67,147,93,95,0,93
v161_final_review_or_reject||dino_pca128_logreg_c01||release_or_correct||0.900,release_or_correct,0.9,False,True,85,51,113,73,75,0,73
v161_final_review_or_reject||dino_pca128_logreg_c01||release_or_correct||0.925,release_or_correct,0.925,False,True,73,45,99,65,67,0,65
v161_final_review_or_reject||dino_pca128_logreg_c01||release_or_correct||0.950,release_or_correct,0.95,False,True,55,36,75,51,53,0,51
v161_final_review_or_reject||dino_pca128_logreg_c01||release_or_correct||0.975,release_or_correct,0.975,False,True,43,25,59,39,41,0,39
v161_final_review_or_reject||dino_pca128_logreg_c01||release_or_correct||0.985,release_or_correct,0.985,False,True,28,18,43,31,31,0,31
v161_final_review_or_reject||dino_pca128_logreg_c01||release_or_correct||0.990,release_or_correct,0.99,False,True,20,14,31,21,21,0,21
v161_final_review_or_reject||dino_pca128_logreg_c01||release_or_correct||0.995,release_or_correct,0.995,False,True,10,5,18,10,10,0,10
v118_review_or_control||tabular_dino_pca64_logreg_c03||agreement_release_only||0.500,agreement_release_only,0.5,False,False,127,0,165,0,6,0,0
v118_review_or_control||tabular_dino_pca64_logreg_c03||agreement_release_only||0.600,agreement_release_only,0.6,False,False,96,0,123,0,5,0,0
